0 Slope Brick 45  3 x  1 Inverted Double Simplified
0 Author: James Jessiman

0 BFC CERTIFY CCW

 4 16  10 24 10  10 24 -10  -10 24 -10 -10 24 10

 2 24  10 24 -10  10 24  10
 2 24  10 24 -10 -10 24 -10
 2 24  10 24  10 -10 24  10
 2 24 -10 24 -10 -10 24  10

 2 24  10  0 -30  10  4 -30
 2 24  10  4 -30  10 24 -10
 2 24  10  0  30  10  4  30
 2 24  10  4  30  10 24  10
 2 24 -10  0 -30 -10  4 -30
 2 24 -10  4 -30 -10 24 -10
 2 24 -10  0  30 -10  4  30
 2 24 -10  4  30 -10 24  10

 2 24  10  4 -30 -10  4 -30
 2 24  10  4  30 -10  4  30
 2 24  10  0 -30  10  0  30
 2 24  10  0 -30 -10  0 -30
 2 24  10  0  30 -10  0  30
 2 24 -10  0 -30 -10  0  30

 4 16  10 24 -10  10 24  10  10  4  30  10  4 -30
 4 16  10 24 -10  10  4 -30 -10  4 -30 -10 24 -10
 4 16  10 24  10 -10 24  10 -10  4  30  10  4  30
 4 16 -10 24 -10 -10  4 -30 -10  4  30 -10 24  10
 4 16  10  0 -30  10  4 -30  10  4  30  10  0  30
 4 16  10  0 -30 -10  0 -30 -10  4 -30  10  4 -30
 4 16 -10  0 -30 -10  0  30 -10  4  30 -10  4 -30
 4 16 -10  0  30  10  0  30  10  4  30 -10  4  30

 4 16 10 0 30 -10 0 30 -10 0 -30 10 0 -30
0
